0,701,30,2,0.0,2,1,0,115650.63,0,0,1,0,0,1,1,0
0,716,29,10,87946.39,1,1,1,182531.74,1,0,0,1,0,0,1,0
0,667,35,4,97585.32,2,0,0,57213.46,0,0,1,0,0,1,0,1
0,665,35,8,110934.54,1,1,0,169287.99,1,0,0,1,0,0,0,1
0,812,25,5,54817.55,1,1,0,131660.31,0,1,0,0,1,0,0,1
0,850,36,6,0.0,2,1,1,190194.95,1,0,0,1,0,0,1,0
0,655,36,1,135515.76,1,1,0,86013.96,0,0,1,0,0,1,1,0
1,624,45,3,68639.57,1,1,0,168002.31,1,0,0,1,0,0,1,0
0,729,40,5,113574.61,2,1,0,103396.08,0,1,0,0,1,0,0,1
1,608,28,4,0.0,2,1,0,10899.63,0,0,1,0,0,1,1,0
1,651,35,1,163700.78,3,1,1,29583.48,0,1,0,0,1,0,1,0
1,539,43,3,116220.5,3,1,0,55803.96,0,1,0,0,1,0,1,0
0,542,32,7,107871.72,1,1,0,125302.64,1,0,0,1,0,0,0,1
1,648,49,5,0.0,1,1,0,149946.43,0,0,1,0,0,1,0,1
0,559,34,4,0.0,2,1,1,66721.98,1,0,0,1,0,0,0,1
0,701,39,9,0.0,2,1,1,110043.88,0,0,1,0,0,1,1,0
0,587,42,1,0.0,1,0,0,123006.91,1,0,0,1,0,0,0,1
0,704,33,0,130499.09,2,1,1,74804.36,1,0,0,1,0,0,1,0
0,790,37,3,0.0,3,0,0,98897.32,0,0,1,0,0,1,1,0
0,776,33,2,0.0,2,1,1,176921.0,0,0,1,0,0,1,0,1
0,584,30,5,0.0,2,1,1,185201.58,0,0,1,0,0,1,1,0
0,677,58,1,90022.85,1,0,1,2988.28,1,0,0,1,0,0,1,0
0,850,48,6,111962.99,1,1,0,111755.8,0,1,0,0,1,0,1,0
1,719,47,9,116393.59,1,1,0,63051.32,0,0,1,0,0,1,1,0
0,663,27,9,0.0,2,1,0,150850.29,1,0,0,1,0,0,1,0
0,518,59,5,138772.15,1,0,1,123872.0,1,0,0,1,0,0,0,1
0,582,33,6,0.0,2,0,1,72970.93,0,0,1,0,0,1,0,1
1,575,47,9,107915.94,2,1,1,63452.18,0,1,0,0,1,0,0,1
0,526,66,7,132044.6,2,1,1,158365.89,0,0,1,0,0,1,0,1
0,663,37,7,143625.83,2,0,1,176487.05,0,1,0,0,1,0,0,1
0,695,39,4,65521.2,1,1,1,1243.97,0,0,1,0,0,1,0,1
0,580,35,1,102097.33,1,0,1,168285.85,1,0,0,1,0,0,1,0
0,678,43,7,178074.33,1,0,0,110405.9,1,0,0,1,0,0,1,0
0,623,43,4,123536.52,2,0,0,154908.52,0,0,1,0,0,1,1,0
0,824,77,3,27517.15,2,0,1,2746.41,0,1,0,0,1,0,0,1
0,734,43,7,107805.67,1,0,0,182505.68,1,0,0,1,0,0,0,1
0,641,53,0,123835.52,2,0,1,160110.65,1,0,0,1,0,0,1,0
0,775,27,4,0.0,1,1,1,40807.26,0,0,1,0,0,1,0,1
0,628,33,8,152143.89,1,1,1,32174.03,0,1,0,0,1,0,0,1
1,475,40,7,160818.08,1,0,1,169642.13,1,0,0,1,0,0,0,1
1,551,59,2,166968.28,1,1,0,159483.76,1,0,0,1,0,0,1,0
0,640,50,9,117565.03,2,0,0,82559.77,1,0,0,1,0,0,1,0
0,763,39,7,0.0,2,1,0,19458.75,0,0,1,0,0,1,1,0
1,756,60,2,0.0,1,1,1,166513.49,1,0,0,1,0,0,0,1
0,648,37,6,131753.41,1,1,0,86894.67,0,1,0,0,1,0,0,1
0,797,46,8,0.0,1,0,0,162668.33,1,0,0,1,0,0,1,0
1,689,55,1,76296.81,1,1,0,42364.75,0,1,0,0,1,0,1,0
0,581,30,0,53291.86,1,0,0,196582.28,0,0,1,0,0,1,0,1
0,693,37,1,0.0,2,1,1,82867.55,1,0,0,1,0,0,0,1
1,584,66,5,0.0,1,1,0,49553.38,1,0,0,1,0,0,1,0
0,569,25,9,173459.45,2,1,1,44381.06,0,1,0,0,1,0,0,1
0,710,38,2,0.0,2,1,0,96.27,1,0,0,1,0,0,0,1
0,630,32,4,82034.0,1,0,0,146326.45,0,0,1,0,0,1,0,1
0,471,58,4,114713.57,1,1,1,36315.03,1,0,0,1,0,0,1,0
0,789,51,3,104677.09,1,1,0,74265.38,0,1,0,0,1,0,0,1
0,584,29,7,105204.01,1,0,1,138490.03,0,1,0,0,1,0,1,0
0,489,58,4,0.0,2,1,1,191419.32,0,0,1,0,0,1,0,1
0,681,38,6,181804.34,2,1,1,57517.71,0,1,0,0,1,0,0,1
0,708,41,0,0.0,1,1,0,128400.62,1,0,0,1,0,0,0,1
1,659,67,6,117411.6,1,1,1,45071.09,0,1,0,0,1,0,0,1
0,606,27,6,172310.33,1,0,1,111448.92,0,1,0,0,1,0,1,0
0,647,33,4,0.0,1,1,0,152323.04,1,0,0,1,0,0,1,0
1,736,24,0,0.0,2,1,0,109355.73,1,0,0,1,0,0,1,0
0,781,33,3,89276.48,1,1,0,6959.0,1,0,0,1,0,0,0,1
0,590,51,10,84474.62,2,1,1,190937.09,0,0,1,0,0,1,1,0
0,718,36,9,0.0,1,1,0,45909.87,1,0,0,1,0,0,0,1
0,683,43,8,0.0,1,1,0,96754.8,1,0,0,1,0,0,0,1
0,726,48,6,99906.19,1,1,0,64323.24,0,0,1,0,0,1,1,0
0,637,27,7,135842.89,1,1,1,101418.05,0,1,0,0,1,0,1,0
1,661,47,0,109493.62,1,0,0,188324.01,0,1,0,0,1,0,1,0
1,651,45,6,86714.06,1,1,0,85869.89,0,1,0,0,1,0,1,0
1,595,35,8,0.0,1,1,0,100015.79,0,0,1,0,0,1,0,1
0,667,24,4,0.0,2,0,0,180329.83,1,0,0,1,0,0,0,1
0,631,37,2,121801.72,2,0,1,23146.62,0,1,0,0,1,0,1,0
0,612,43,4,139496.35,2,1,1,77128.23,1,0,0,1,0,0,1,0
0,627,30,6,112372.96,1,1,1,118029.09,0,1,0,0,1,0,0,1
1,579,42,0,144386.32,1,1,1,22497.1,0,1,0,0,1,0,0,1
0,567,45,4,0.0,2,0,1,121053.19,1,0,0,1,0,0,1,0
0,596,60,7,121907.97,1,0,1,30314.04,0,0,1,0,0,1,0,1
0,744,29,6,123737.04,2,1,0,141558.04,0,1,0,0,1,0,0,1
0,762,28,3,125155.83,2,1,1,106024.02,0,1,0,0,1,0,0,1
1,767,47,5,0.0,1,1,0,121964.46,0,0,1,0,0,1,0,1
1,642,40,6,129502.49,2,0,1,86099.23,0,1,0,0,1,0,1,0
0,653,55,7,0.0,2,1,1,41967.03,0,0,1,0,0,1,0,1
0,834,49,8,160602.25,2,1,0,129273.94,1,0,0,1,0,0,1,0
0,742,33,1,137937.95,1,1,1,51387.1,0,1,0,0,1,0,0,1
1,657,22,6,0.0,3,0,1,168412.07,0,0,1,0,0,1,1,0
0,669,33,8,0.0,2,0,1,128538.05,0,0,1,0,0,1,1,0
0,697,40,7,130334.35,2,0,1,116951.1,0,0,1,0,0,1,1,0
0,633,42,10,0.0,1,0,1,79408.17,0,0,1,0,0,1,0,1
0,686,31,1,0.0,2,1,0,4802.25,1,0,0,1,0,0,1,0
0,634,41,4,0.0,2,1,1,164549.74,0,0,1,0,0,1,1,0
1,640,43,7,132412.38,1,0,0,69584.3,1,0,0,1,0,0,0,1
0,598,41,8,0.0,2,1,1,161954.43,0,0,1,0,0,1,0,1
0,692,46,2,0.0,2,1,1,105983.09,0,0,1,0,0,1,0,1
0,653,33,1,0.0,2,0,0,53379.52,1,0,0,1,0,0,0,1
0,626,32,0,0.0,2,0,0,187172.54,1,0,0,1,0,0,1,0
0,548,29,4,0.0,2,0,1,48673.18,1,0,0,1,0,0,1,0
1,569,28,3,100032.52,1,1,0,5159.21,0,1,0,0,1,0,1,0
0,784,31,7,0.0,2,1,1,143204.41,1,0,0,1,0,0,0,1
0,636,34,3,0.0,2,1,1,44756.25,1,0,0,1,0,0,1,0
1,651,46,4,89743.05,1,1,0,156425.57,0,0,1,0,0,1,1,0
0,672,34,6,0.0,1,0,0,22736.06,1,0,0,1,0,0,0,1
0,620,32,6,0.0,2,1,0,56139.09,1,0,0,1,0,0,0,1
1,841,52,5,0.0,1,0,0,183239.71,1,0,0,1,0,0,1,0
0,559,34,0,0.0,1,1,0,182988.94,0,0,1,0,0,1,0,1
0,735,44,9,120681.63,1,1,0,74836.34,1,0,0,1,0,0,0,1
0,675,40,7,113208.86,2,1,0,34577.36,1,0,0,1,0,0,0,1
1,698,52,1,107906.75,1,1,0,168886.39,0,1,0,0,1,0,1,0
0,469,33,1,127818.52,1,1,0,163477.22,1,0,0,1,0,0,0,1
0,443,29,9,99027.61,2,1,0,10940.4,0,1,0,0,1,0,1,0
0,673,41,5,0.0,1,1,1,65657.29,1,0,0,1,0,0,0,1
0,645,44,10,0.0,2,0,1,166707.22,1,0,0,1,0,0,0,1
0,743,46,9,0.0,1,1,0,113436.08,1,0,0,1,0,0,1,0
0,667,27,7,156811.74,1,1,1,149402.59,1,0,0,1,0,0,0,1
0,658,43,7,140260.36,2,1,0,2748.72,1,0,0,1,0,0,1,0
0,504,42,7,131287.36,2,1,1,149697.78,0,1,0,0,1,0,0,1
0,662,38,2,96479.81,1,1,0,120259.41,1,0,0,1,0,0,1,0
0,683,32,0,138171.1,2,1,1,188203.58,0,1,0,0,1,0,1,0
0,718,35,3,97560.16,1,1,1,53511.74,1,0,0,1,0,0,0,1
0,712,29,2,0.0,1,1,1,144375.0,1,0,0,1,0,0,1,0
0,598,64,1,62979.93,1,1,1,152273.57,0,0,1,0,0,1,1,0
0,695,35,7,79858.13,2,1,1,127977.66,0,0,1,0,0,1,1,0
0,763,58,9,187911.55,1,0,1,35825.18,1,0,0,1,0,0,1,0
0,722,38,3,0.0,2,0,1,167984.72,1,0,0,1,0,0,1,0
0,646,43,8,143061.88,1,1,0,61937.6,1,0,0,1,0,0,1,0
1,634,59,3,95727.05,1,0,0,97939.4,0,1,0,0,1,0,1,0
1,678,43,1,133237.21,1,1,0,111032.79,1,0,0,1,0,0,0,1
1,635,33,1,0.0,3,0,0,178067.33,1,0,0,1,0,0,0,1
1,466,40,4,91592.06,1,1,0,141210.18,1,0,0,1,0,0,0,1
0,530,25,9,162560.32,1,1,0,64129.03,1,0,0,1,0,0,0,1
0,755,33,6,90560.3,2,1,1,42607.69,0,1,0,0,1,0,1,0
0,839,33,10,75592.43,1,1,0,62674.42,0,0,1,0,0,1,1,0
0,481,44,3,163714.52,1,1,0,96123.72,0,1,0,0,1,0,0,1
0,782,23,10,98052.66,1,1,1,142587.32,0,0,1,0,0,1,0,1
1,612,30,9,142910.15,1,1,0,105890.55,0,1,0,0,1,0,0,1
0,671,36,2,116695.27,1,0,0,193201.86,0,1,0,0,1,0,0,1
0,755,29,9,117035.89,1,1,1,21862.19,1,0,0,1,0,0,0,1
0,683,38,5,127616.56,1,1,0,123846.07,1,0,0,1,0,0,1,0
1,792,47,0,0.0,1,1,1,5557.88,0,0,1,0,0,1,0,1
0,813,25,5,123616.43,1,0,1,132959.33,0,1,0,0,1,0,1,0
0,538,30,8,0.0,2,1,1,41192.95,0,0,1,0,0,1,1,0
0,787,42,2,74483.97,2,0,1,44273.91,0,1,0,0,1,0,1,0
0,604,34,7,0.0,2,1,1,188078.55,1,0,0,1,0,0,0,1
1,619,48,4,0.0,1,0,0,18094.96,1,0,0,1,0,0,1,0
0,656,63,8,0.0,2,0,1,57014.43,1,0,0,1,0,0,0,1
1,633,58,2,128137.42,2,1,0,147635.33,0,1,0,0,1,0,0,1
0,642,30,8,117494.27,1,0,0,61977.82,1,0,0,1,0,0,0,1
1,572,47,4,99353.42,1,1,0,196549.85,0,1,0,0,1,0,0,1
0,490,29,4,0.0,2,1,0,32089.57,1,0,0,1,0,0,0,1
0,850,34,9,92899.27,2,1,0,97465.89,1,0,0,1,0,0,1,0
0,627,32,10,0.0,2,1,0,103287.62,1,0,0,1,0,0,0,1
0,602,35,7,90602.42,2,1,1,51695.41,0,1,0,0,1,0,0,1
0,709,22,0,112949.71,1,0,0,155231.55,0,1,0,0,1,0,0,1
0,623,41,2,142412.13,1,1,0,28778.98,0,0,1,0,0,1,0,1
0,552,33,5,140931.57,1,0,1,10921.5,1,0,0,1,0,0,0,1
0,620,42,4,0.0,2,1,0,6232.31,1,0,0,1,0,0,0,1
0,572,30,6,117696.67,1,1,0,100843.82,1,0,0,1,0,0,0,1
0,826,41,5,146466.46,2,0,0,180934.67,0,0,1,0,0,1,0,1
0,457,42,4,126772.57,1,0,1,126106.4,0,1,0,0,1,0,0,1
0,657,37,0,163607.18,1,0,1,44203.55,0,0,1,0,0,1,1,0
1,586,36,5,103700.69,1,1,0,194072.56,0,1,0,0,1,0,1,0
0,622,58,2,0.0,2,1,1,33277.31,0,0,1,0,0,1,1,0
0,570,37,6,0.0,1,1,1,187758.5,1,0,0,1,0,0,0,1
0,612,58,1,149641.53,1,1,1,115161.28,0,1,0,0,1,0,1,0
0,519,21,1,146329.57,2,1,1,194867.27,1,0,0,1,0,0,1,0
1,750,36,7,136492.92,3,1,1,26500.29,1,0,0,1,0,0,0,1
1,719,42,5,137227.04,3,1,0,149097.38,0,1,0,0,1,0,1,0
0,761,38,1,120530.13,2,1,0,109394.62,0,1,0,0,1,0,1,0
0,487,37,2,0.0,2,1,1,126722.57,1,0,0,1,0,0,0,1
0,483,48,1,0.0,2,1,1,110059.38,1,0,0,1,0,0,0,1
0,670,42,3,81589.04,1,1,0,188227.8,0,0,1,0,0,1,0,1
0,775,30,4,0.0,2,1,0,49337.84,1,0,0,1,0,0,0,1
1,791,35,5,129828.58,1,1,1,181918.26,0,1,0,0,1,0,0,1
0,483,30,9,0.0,2,0,0,136356.97,1,0,0,1,0,0,1,0
0,827,38,5,0.0,2,0,0,103305.01,1,0,0,1,0,0,0,1
0,850,39,2,148586.64,1,1,1,176791.27,1,0,0,1,0,0,1,0
1,650,42,4,194532.66,1,1,0,171045.31,0,0,1,0,0,1,0,1
0,794,46,6,0.0,2,1,0,195325.74,1,0,0,1,0,0,0,1
1,569,34,0,151839.26,1,1,0,102299.81,0,0,1,0,0,1,0,1
0,609,40,6,0.0,2,1,1,97416.34,1,0,0,1,0,0,0,1
1,589,61,1,0.0,1,1,0,61108.56,1,0,0,1,0,0,1,0
0,803,26,4,0.0,2,1,1,181208.47,1,0,0,1,0,0,1,0
0,552,34,5,0.0,2,1,1,1351.41,1,0,0,1,0,0,1,0
0,798,37,8,0.0,3,0,0,110783.28,1,0,0,1,0,0,0,1
0,716,38,4,0.0,2,1,0,189678.7,1,0,0,1,0,0,0,1
1,575,49,7,121205.15,4,1,1,168080.53,0,1,0,0,1,0,0,1
0,734,30,7,123040.38,1,1,1,76503.06,0,1,0,0,1,0,1,0
0,775,28,9,111167.7,1,1,0,149331.01,1,0,0,1,0,0,0,1
1,560,43,4,95140.44,2,1,0,123181.44,0,0,1,0,0,1,1,0
1,704,24,2,0.0,1,1,0,35600.25,0,0,1,0,0,1,1,0
1,576,52,9,170228.59,2,0,0,148477.57,1,0,0,1,0,0,1,0
0,654,36,2,112262.84,1,1,0,12873.39,1,0,0,1,0,0,0,1
0,562,36,6,0.0,2,1,0,32845.32,1,0,0,1,0,0,0,1
1,760,37,7,0.0,1,0,0,32863.24,1,0,0,1,0,0,0,1
0,850,31,4,0.0,2,1,1,33082.81,1,0,0,1,0,0,1,0
0,850,32,0,116968.91,1,0,0,175094.62,0,1,0,0,1,0,1,0
0,624,23,6,0.0,2,0,1,196668.51,0,0,1,0,0,1,1,0
0,775,77,6,135120.56,1,1,0,37836.64,0,1,0,0,1,0,1,0
0,595,23,7,0.0,2,1,1,168085.97,0,0,1,0,0,1,0,1
0,752,36,3,0.0,2,1,1,48505.1,0,0,1,0,0,1,1,0
0,712,45,6,112994.65,1,0,0,198398.68,0,0,1,0,0,1,0,1
0,778,37,3,141803.77,1,0,1,179421.84,1,0,0,1,0,0,0,1
0,476,30,3,134366.42,1,1,0,68343.53,0,1,0,0,1,0,0,1
1,685,30,2,0.0,3,1,1,172576.43,0,0,1,0,0,1,1,0
0,538,37,1,134752.08,1,1,0,162511.55,1,0,0,1,0,0,0,1
0,679,29,3,0.0,2,1,1,63687.06,1,0,0,1,0,0,0,1
1,596,33,8,0.0,1,1,0,121189.3,1,0,0,1,0,0,0,1
0,721,35,10,0.0,2,1,0,71594.26,1,0,0,1,0,0,0,1
0,659,32,2,155584.21,1,0,1,153662.88,1,0,0,1,0,0,1,0
1,714,51,4,88308.87,3,0,0,5862.53,1,0,0,1,0,0,1,0
0,753,30,1,110824.52,1,1,1,57896.27,0,1,0,0,1,0,0,1
0,850,30,3,0.0,2,1,0,116692.8,1,0,0,1,0,0,1,0
0,471,26,8,0.0,2,1,1,179655.87,0,0,1,0,0,1,0,1
0,514,45,1,178827.79,1,1,0,60375.18,1,0,0,1,0,0,0,1
1,659,60,2,0.0,1,1,0,177480.45,0,0,1,0,0,1,0,1
0,663,32,3,108586.86,1,1,1,182355.21,0,1,0,0,1,0,0,1
0,627,70,1,94416.78,1,0,1,145299.5,1,0,0,1,0,0,0,1
0,542,33,8,142871.27,2,0,0,77737.86,0,1,0,0,1,0,0,1
0,605,32,5,0.0,2,1,1,42135.28,1,0,0,1,0,0,1,0
0,579,37,5,152212.88,2,0,0,120219.14,0,0,1,0,0,1,0,1
1,753,51,4,79811.72,2,0,1,68260.27,0,0,1,0,0,1,0,1
0,739,29,1,0.0,2,1,1,164484.78,1,0,0,1,0,0,0,1
0,850,38,1,106871.81,2,1,0,29333.01,1,0,0,1,0,0,1,0
0,502,37,10,0.0,1,1,1,76642.68,1,0,0,1,0,0,0,1
0,690,21,8,0.0,2,1,1,155782.89,1,0,0,1,0,0,0,1
1,550,40,8,150490.32,1,0,0,166468.21,1,0,0,1,0,0,1,0
1,659,29,6,123192.12,1,1,1,56971.41,1,0,0,1,0,0,0,1
0,690,26,8,116318.23,1,1,1,83253.05,0,0,1,0,0,1,0,1
0,622,36,9,0.0,2,1,1,104852.6,0,0,1,0,0,1,0,1
0,442,34,4,0.0,2,1,0,68343.08,1,0,0,1,0,0,0,1
1,529,63,4,96134.11,3,1,0,108732.96,0,0,1,0,0,1,0,1
0,738,26,3,0.0,2,1,0,67484.16,1,0,0,1,0,0,1,0
0,655,36,10,122314.39,1,1,0,9181.66,0,1,0,0,1,0,1,0
0,756,44,10,137452.09,1,1,0,189543.9,0,1,0,0,1,0,0,1
0,781,27,5,0.0,2,0,0,72969.9,1,0,0,1,0,0,1,0
0,592,31,2,84102.11,2,0,1,116385.24,1,0,0,1,0,0,1,0
0,591,35,7,183027.25,1,1,1,56028.79,1,0,0,1,0,0,0,1
1,780,37,10,95196.26,1,1,0,126310.39,0,1,0,0,1,0,1,0
0,616,42,6,117899.95,2,0,0,150266.81,0,1,0,0,1,0,1,0
1,538,49,9,141434.04,1,0,0,173779.25,0,0,1,0,0,1,1,0
1,603,32,7,0.0,1,1,0,198055.94,1,0,0,1,0,0,0,1
1,601,39,3,72647.64,1,1,0,41777.9,1,0,0,1,0,0,0,1
0,639,42,4,0.0,2,0,0,167682.37,1,0,0,1,0,0,1,0
1,766,47,9,129289.98,1,1,0,169935.46,0,1,0,0,1,0,0,1
1,670,45,9,104930.38,1,1,0,155921.81,1,0,0,1,0,0,1,0
0,665,44,7,0.0,2,1,1,66548.58,1,0,0,1,0,0,1,0
0,497,24,3,0.0,2,1,0,76390.01,0,0,1,0,0,1,0,1
0,850,40,1,76914.21,1,1,0,174183.44,1,0,0,1,0,0,0,1
0,626,21,1,0.0,2,1,0,66232.23,1,0,0,1,0,0,0,1
0,755,43,9,0.0,2,1,0,18066.69,1,0,0,1,0,0,1,0
0,850,40,5,0.0,2,1,0,35034.15,1,0,0,1,0,0,1,0
0,663,42,5,90248.79,1,1,1,79169.73,0,1,0,0,1,0,0,1
1,703,45,1,0.0,1,1,0,182784.11,0,0,1,0,0,1,1,0
1,564,31,5,121461.87,1,1,1,20432.09,0,0,1,0,0,1,0,1
0,639,35,8,0.0,1,0,0,164453.98,1,0,0,1,0,0,1,0
0,729,32,7,38550.06,1,0,1,179230.23,1,0,0,1,0,0,1,0
1,558,39,10,144757.02,1,1,0,22878.16,0,1,0,0,1,0,0,1
1,610,69,5,86038.21,3,0,0,192743.06,0,1,0,0,1,0,1,0
0,545,33,7,173331.52,1,1,0,150452.88,0,0,1,0,0,1,1,0
0,473,32,5,146602.25,2,1,1,72946.95,0,1,0,0,1,0,1,0
0,743,35,1,146781.24,1,1,0,189307.7,0,1,0,0,1,0,1,0
0,679,30,4,77949.69,1,1,1,121151.46,0,1,0,0,1,0,1,0
1,749,29,7,137059.05,3,1,0,102975.72,0,1,0,0,1,0,1,0
0,597,72,6,124978.19,2,1,1,7144.46,0,1,0,0,1,0,1,0
0,758,39,6,127357.76,1,0,1,56577.0,1,0,0,1,0,0,1,0
0,715,21,8,0.0,2,1,0,68666.63,1,0,0,1,0,0,0,1
1,608,44,7,114203.47,1,1,1,77830.36,0,1,0,0,1,0,0,1
0,639,39,1,141789.15,1,1,0,92455.96,0,0,1,0,0,1,1,0
1,501,43,6,104533.24,1,0,0,81123.59,0,0,1,0,0,1,0,1
1,630,40,0,118633.08,1,0,1,60032.46,1,0,0,1,0,0,1,0
0,648,42,8,121980.56,2,1,0,4027.02,0,1,0,0,1,0,1,0
0,627,30,3,128770.88,2,1,1,40199.01,0,1,0,0,1,0,0,1
1,741,40,4,104784.23,1,1,0,135163.76,0,0,1,0,0,1,0,1
1,624,54,3,116726.22,1,1,0,110498.1,0,1,0,0,1,0,0,1
0,606,46,8,0.0,2,1,1,183717.94,0,0,1,0,0,1,1,0
0,485,27,3,0.0,2,1,0,141449.86,1,0,0,1,0,0,1,0
0,766,52,7,92510.9,2,0,1,66193.61,1,0,0,1,0,0,1,0
0,692,30,2,0.0,2,0,1,130486.57,1,0,0,1,0,0,0,1
0,679,33,6,0.0,2,1,1,98015.85,1,0,0,1,0,0,1,0
0,497,55,7,131778.66,1,1,1,9972.64,0,1,0,0,1,0,1,0
0,512,43,1,0.0,2,1,1,52471.36,1,0,0,1,0,0,0,1
0,779,38,7,0.0,2,1,1,138542.87,0,0,1,0,0,1,1,0
0,433,49,10,0.0,1,1,1,87711.61,1,0,0,1,0,0,1,0
1,732,45,6,98792.4,1,1,0,81491.7,0,1,0,0,1,0,1,0
0,761,32,4,103515.39,2,1,1,177622.38,0,0,1,0,0,1,1,0
0,720,34,3,118307.57,2,1,1,136120.29,1,0,0,1,0,0,1,0
0,574,36,1,0.0,2,0,1,71709.12,0,0,1,0,0,1,0,1
1,671,51,3,96891.46,1,1,0,176403.33,0,1,0,0,1,0,0,1
0,631,46,10,0.0,2,1,1,129508.96,0,0,1,0,0,1,1,0
0,693,28,8,0.0,2,1,1,158545.25,1,0,0,1,0,0,1,0
0,629,38,9,123948.85,1,1,0,76053.07,0,1,0,0,1,0,1,0
0,526,37,5,53573.18,1,1,0,62830.97,1,0,0,1,0,0,1,0
0,655,61,2,183997.7,2,1,1,161217.18,0,1,0,0,1,0,1,0
0,596,29,6,0.0,2,1,0,116696.77,0,0,1,0,0,1,1,0
0,712,32,9,100606.02,1,1,0,165693.06,1,0,0,1,0,0,0,1
0,566,36,1,142120.91,1,1,0,79616.37,1,0,0,1,0,0,0,1
0,640,47,6,89047.14,1,1,0,116286.25,0,0,1,0,0,1,0,1
0,678,41,2,148088.11,1,1,0,14083.12,1,0,0,1,0,0,0,1
1,777,29,9,131240.61,1,1,1,163746.09,1,0,0,1,0,0,1,0
0,774,36,9,130809.77,1,1,0,152290.28,0,1,0,0,1,0,0,1
0,771,27,2,0.0,2,1,1,199527.34,1,0,0,1,0,0,0,1
0,723,30,3,124119.54,1,1,0,162198.32,1,0,0,1,0,0,0,1
0,584,38,9,104584.16,1,1,0,176678.72,1,0,0,1,0,0,0,1
0,468,26,1,131643.25,1,1,0,64436.16,0,0,1,0,0,1,0,1
0,583,42,7,0.0,2,1,0,144039.05,1,0,0,1,0,0,1,0
1,576,63,3,148843.56,1,1,0,69414.13,0,1,0,0,1,0,0,1
0,564,33,3,109341.87,1,1,0,75632.78,0,1,0,0,1,0,0,1
0,684,38,5,133189.4,1,0,0,127388.06,1,0,0,1,0,0,1,0
1,516,53,1,156674.2,1,1,0,118502.34,0,1,0,0,1,0,1,0
0,435,32,2,57017.06,2,1,1,5907.11,0,1,0,0,1,0,0,1
0,717,36,5,0.0,2,1,1,145551.6,1,0,0,1,0,0,1,0
0,681,32,3,148884.47,2,1,1,90967.37,1,0,0,1,0,0,0,1
0,464,38,3,116439.65,1,1,0,75574.48,1,0,0,1,0,0,0,1
0,696,42,7,162318.61,1,1,0,121061.89,0,1,0,0,1,0,0,1
0,678,50,6,0.0,1,1,0,8199.5,1,0,0,1,0,0,1,0
0,734,37,3,80387.81,1,0,1,77272.62,1,0,0,1,0,0,0,1
0,685,38,4,0.0,2,1,1,35884.91,0,0,1,0,0,1,0,1
0,740,36,4,172381.8,1,1,1,86480.29,1,0,0,1,0,0,0,1
0,654,34,5,0.0,2,1,0,159311.46,0,0,1,0,0,1,0,1
0,742,39,8,140004.96,1,1,1,92985.78,1,0,0,1,0,0,0,1
0,609,32,4,99883.16,1,1,1,120594.85,0,0,1,0,0,1,0,1
0,659,33,7,89939.62,1,1,0,136540.09,1,0,0,1,0,0,1,0
1,765,56,1,0.0,1,1,0,13228.93,1,0,0,1,0,0,1,0
0,569,28,7,0.0,2,1,0,73977.23,1,0,0,1,0,0,0,1
1,644,48,8,0.0,2,0,1,44965.54,1,0,0,1,0,0,0,1
0,650,34,4,142393.11,1,1,1,11276.48,0,1,0,0,1,0,0,1
0,603,30,8,0.0,2,1,1,47536.46,1,0,0,1,0,0,0,1
0,575,31,6,0.0,2,1,1,95686.42,0,0,1,0,0,1,1,0
0,644,34,10,122196.99,2,1,1,182099.71,0,1,0,0,1,0,1,0
0,850,22,7,91560.58,2,0,0,10541.38,0,1,0,0,1,0,0,1
0,733,44,3,106070.89,1,0,1,101617.43,0,0,1,0,0,1,0,1
0,640,33,8,81677.22,2,0,0,34925.56,0,1,0,0,1,0,0,1
1,513,44,1,63562.02,2,0,1,52629.73,1,0,0,1,0,0,0,1
0,775,29,10,0.0,2,1,1,68143.93,0,0,1,0,0,1,0,1
0,544,37,3,84496.71,1,0,0,79972.09,1,0,0,1,0,0,0,1
0,652,33,3,124832.51,1,1,0,195877.06,0,0,1,0,0,1,1,0
0,739,37,7,104960.46,1,0,1,80883.82,1,0,0,1,0,0,0,1
0,850,34,4,71379.53,2,1,1,154000.99,1,0,0,1,0,0,1,0
0,562,32,6,161628.66,1,1,0,91482.5,0,0,1,0,0,1,0,1
0,673,37,8,0.0,2,1,1,183318.79,0,0,1,0,0,1,1,0
0,592,28,5,137222.77,1,0,0,39608.58,1,0,0,1,0,0,0,1
1,584,54,1,77354.37,1,0,0,138192.98,0,1,0,0,1,0,1,0
0,653,27,9,0.0,2,1,0,96429.29,1,0,0,1,0,0,1,0
0,613,30,9,111927.45,1,1,1,175795.87,0,0,1,0,0,1,0,1
0,714,20,3,0.0,2,0,1,150465.93,0,0,1,0,0,1,0,1
0,627,73,0,146329.73,1,0,1,43615.67,1,0,0,1,0,0,0,1
0,518,42,7,151027.05,2,1,0,119377.36,1,0,0,1,0,0,0,1
0,452,52,1,98443.14,2,0,0,92033.98,0,1,0,0,1,0,0,1
0,542,39,4,109949.39,2,1,1,41268.65,1,0,0,1,0,0,1,0
0,554,66,8,0.0,2,1,1,116747.62,0,0,1,0,0,1,0,1
1,532,52,9,137755.76,1,1,0,163191.99,0,1,0,0,1,0,0,1
1,594,53,4,0.0,1,1,0,5408.74,1,0,0,1,0,0,1,0
